year,district_name,district_code,block_name,block_code,village_name,village_code,Nitrogen_Low,Nitrogen_Medium,Nitrogen_High,Nitrogen_sample_count,Nitrogen_status,Nitrogen_coverage,Nitrogen_status_support_pct,Phosphorus_Low,Phosphorus_Medium,Phosphorus_High,Phosphorus_sample_count,Phosphorus_status,Phosphorus_coverage,Phosphorus_status_support_pct,Potassium_Low,Potassium_Medium,Potassium_High,Potassium_sample_count,Potassium_status,Potassium_coverage,Potassium_status_support_pct,Organic Carbon_Low,Organic Carbon_Medium,Organic Carbon_High,Organic Carbon_sample_count,Organic Carbon_status,Organic Carbon_coverage,Organic Carbon_status_support_pct,Soil Ph_Acidic,Soil Ph_Neutral,Soil Ph_Alkaline,Soil Ph_sample_count,Soil Ph_status,Soil Ph_coverage,Soil Ph_status_support_pct,Electrical Conductivity_Non Saline,Electrical Conductivity_Saline,Electrical Conductivity_sample_count,Electrical Conductivity_status,Electrical Conductivity_coverage,Electrical Conductivity_status_support_pct,Zinc_Deficient,Zinc_Sufficient,Zinc_sample_count,Zinc_status,Zinc_coverage,Zinc_status_support_pct,Boron_Deficient,Boron_Sufficient,Boron_sample_count,Boron_status,Boron_coverage,Boron_status_support_pct,Manganese_Deficient,Manganese_Sufficient,Manganese_sample_count,Manganese_status,Manganese_coverage,Manganese_status_support_pct,Sulphur_Deficient,Sulphur_Sufficient,Sulphur_sample_count,Sulphur_status,Sulphur_coverage,Sulphur_status_support_pct,Copper_Deficient,Copper_Sufficient,Copper_sample_count,Copper_status,Copper_coverage,Copper_status_support_pct,Iron_Deficient,Iron_Sufficient,Iron_sample_count,Iron_status,Iron_coverage,Iron_status_support_pct,nutrients_available,overall_coverage_pct,overall_evidence_level
2024-25,Ariyalur,610,Andimadam,6255,Variyankaval,636362,5,0,0,5,Low,Low,100.0,0,5,0,5,Medium,Low,100.0,0,5,0,5,Medium,Low,100.0,5,0,0,5,Low,Low,100.0,0,5,0,5,Neutral,Low,100.0,5,0,5,Non Saline,Low,100.0,1,4,5,Sufficient,Low,80.0,0,5,5,Sufficient,Low,100.0,1,4,5,Sufficient,Low,80.0,0,5,5,Sufficient,Low,100.0,0,5,5,Sufficient,Low,100.0,0,5,5,Sufficient,Low,100.0,12,100.0,High
2024-25,Ariyalur,610,Andimadam,6255,Vilandai (North),636344,8,0,0,8,Low,Moderate,100.0,0,8,0,8,Medium,Moderate,100.0,0,8,0,8,Medium,Moderate,100.0,8,0,0,8,Low,Moderate,100.0,0,8,0,8,Neutral,Moderate,100.0,8,0,8,Non Saline,Moderate,100.0,4,4,8,Deficient|Sufficient,Moderate,50.0,0,8,8,Sufficient,Moderate,100.0,0,8,8,Sufficient,Moderate,100.0,0,8,8,Sufficient,Moderate,100.0,0,8,8,Sufficient,Moderate,100.0,0,8,8,Sufficient,Moderate,100.0,12,100.0,High
2024-25,Ariyalur,610,Andimadam,6255,Vilandai (South),636345,10,0,0,10,Low,Moderate,100.0,0,11,0,11,Medium,Good,100.0,0,11,0,11,Medium,Good,100.0,9,0,0,9,Low,Moderate,100.0,0,9,0,9,Neutral,Moderate,100.0,9,0,9,Non Saline,Moderate,100.0,4,7,11,Sufficient,Good,63.64,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Ammenabath,636464,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Medium,Moderate,100.0,0,6,0,6,Medium,Moderate,100.0,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Neutral,Moderate,100.0,6,0,6,Non Saline,Moderate,100.0,2,4,6,Sufficient,Moderate,66.67,0,6,6,Sufficient,Moderate,100.0,0,6,6,Sufficient,Moderate,100.0,0,6,6,Sufficient,Moderate,100.0,0,6,6,Sufficient,Moderate,100.0,0,6,6,Sufficient,Moderate,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Alanduraiyarkattalai,636486,5,0,0,5,Low,Low,100.0,0,4,1,5,Medium,Low,80.0,0,5,0,5,Medium,Low,100.0,5,0,0,5,Low,Low,100.0,0,4,0,4,Neutral,Low,100.0,4,1,5,Non Saline,Low,80.0,4,1,5,Deficient,Low,80.0,1,4,5,Sufficient,Low,80.0,0,5,5,Sufficient,Low,100.0,0,5,5,Sufficient,Low,100.0,0,5,5,Sufficient,Low,100.0,0,5,5,Sufficient,Low,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Andipattakkadu,636487,105,0,0,105,Low,High,100.0,0,103,2,105,Medium,High,98.1,1,104,0,105,Medium,High,99.05,105,0,0,105,Low,High,100.0,0,105,0,105,Neutral,High,100.0,105,0,105,Non Saline,High,100.0,48,57,105,Sufficient,High,54.29,3,102,105,Sufficient,High,97.14,2,103,105,Sufficient,High,98.1,1,104,105,Sufficient,High,99.05,0,105,105,Sufficient,High,100.0,1,104,105,Sufficient,High,99.05,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Ariyalur (North),636466,11,0,0,11,Low,Good,100.0,0,9,2,11,Medium,Good,81.82,0,11,0,11,Medium,Good,100.0,11,0,0,11,Low,Good,100.0,0,11,0,11,Neutral,Good,100.0,11,0,11,Non Saline,Good,100.0,4,7,11,Sufficient,Good,63.64,1,10,11,Sufficient,Good,90.91,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Arungal,636484,151,0,0,151,Low,High,100.0,0,144,7,151,Medium,High,95.36,0,151,0,151,Medium,High,100.0,150,0,0,150,Low,High,100.0,0,146,0,146,Neutral,High,100.0,150,0,150,Non Saline,High,100.0,54,97,151,Sufficient,High,64.24,6,145,151,Sufficient,High,96.03,0,151,151,Sufficient,High,100.0,12,139,151,Sufficient,High,92.05,0,151,151,Sufficient,High,100.0,1,150,151,Sufficient,High,99.34,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Ayanathur,636459,3,0,0,3,Low,Low,100.0,0,3,0,3,Medium,Low,100.0,0,3,0,3,Medium,Low,100.0,3,0,0,3,Low,Low,100.0,0,3,0,3,Neutral,Low,100.0,3,0,3,Non Saline,Low,100.0,2,1,3,Deficient,Low,66.67,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,0,3,3,Sufficient,Low,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Edayathankudi,636475,107,0,0,107,Low,High,100.0,1,106,0,107,Medium,High,99.07,0,107,0,107,Medium,High,100.0,107,0,0,107,Low,High,100.0,0,106,0,106,Neutral,High,100.0,107,0,107,Non Saline,High,100.0,41,66,107,Sufficient,High,61.68,2,105,107,Sufficient,High,98.13,33,74,107,Sufficient,High,69.16,15,92,107,Sufficient,High,85.98,0,107,107,Sufficient,High,100.0,2,105,107,Sufficient,High,98.13,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Govindapuram,636456,143,0,0,143,Low,High,100.0,0,140,3,143,Medium,High,97.9,1,142,0,143,Medium,High,99.3,142,0,1,143,Low,High,99.3,0,141,0,141,Neutral,High,100.0,143,0,143,Non Saline,High,100.0,72,71,143,Deficient,High,50.35,23,120,143,Sufficient,High,83.92,33,110,143,Sufficient,High,76.92,16,127,143,Sufficient,High,88.81,0,140,140,Sufficient,High,100.0,3,140,143,Sufficient,High,97.9,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Illuppaiyur,636454,153,0,2,155,Low,High,98.71,0,135,21,156,Medium,High,86.54,1,155,1,157,Medium,High,98.73,154,0,0,154,Low,High,100.0,1,138,0,139,Neutral,High,99.28,152,0,152,Non Saline,High,100.0,60,97,157,Sufficient,High,61.78,14,143,157,Sufficient,High,91.08,0,157,157,Sufficient,High,100.0,3,154,157,Sufficient,High,98.09,0,157,157,Sufficient,High,100.0,11,146,157,Sufficient,High,92.99,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Kadugur,636458,11,0,0,11,Low,Good,100.0,0,9,2,11,Medium,Good,81.82,0,11,0,11,Medium,Good,100.0,11,0,0,11,Low,Good,100.0,0,11,0,11,Neutral,Good,100.0,11,0,11,Non Saline,Good,100.0,6,5,11,Deficient,Good,54.55,1,10,11,Sufficient,Good,90.91,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,0,11,11,Sufficient,Good,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Kallankurichi,636457,139,0,1,140,Low,High,99.29,0,136,4,140,Medium,High,97.14,1,139,0,140,Medium,High,99.29,140,0,0,140,Low,High,100.0,0,137,1,138,Neutral,High,99.28,140,0,140,Non Saline,High,100.0,99,41,140,Deficient,High,70.71,19,120,139,Sufficient,High,86.33,1,139,140,Sufficient,High,99.29,26,114,140,Sufficient,High,81.43,0,137,137,Sufficient,High,100.0,5,136,141,Sufficient,High,96.45,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Karuppilakattalai,636485,32,0,0,32,Low,High,100.0,0,32,0,32,Medium,High,100.0,0,32,0,32,Medium,High,100.0,31,1,0,32,Low,High,96.88,0,32,0,32,Neutral,High,100.0,32,0,32,Non Saline,High,100.0,17,15,32,Deficient,High,53.12,20,12,32,Deficient,High,62.5,0,32,32,Sufficient,High,100.0,7,25,32,Sufficient,High,78.12,0,32,32,Sufficient,High,100.0,0,32,32,Sufficient,High,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Karuppur (Senapathy),636476,25,0,0,25,Low,Good,100.0,0,25,0,25,Medium,Good,100.0,0,25,0,25,Medium,Good,100.0,25,0,0,25,Low,Good,100.0,0,25,0,25,Neutral,Good,100.0,25,0,25,Non Saline,Good,100.0,16,9,25,Deficient,Good,64.0,18,7,25,Deficient,Good,72.0,0,25,25,Sufficient,Good,100.0,5,20,25,Sufficient,Good,80.0,0,25,25,Sufficient,Good,100.0,0,25,25,Sufficient,Good,100.0,12,100.0,High
2024-25,Ariyalur,610,Ariyalur,6256,Kavanur,636460,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Medium,Moderate,100.0,0,6,0,6,Medium,Moderate,100.0,6,0,0,6,Low,Moderate,100.0,0,6,0,6,Neutral,Moderate,100.0,6,0,6,Non Saline,Moderate,100.0,4,2,6,Deficient,Moderate,66.67,4,2,6,Deficient,Moderate,66.67,0,6,6,Sufficient,Moderate,100.0,1,5,6,Sufficient,Moderate,83.33,0,6,6,Sufficient,Moderate,100.0,0,6,6,Sufficient,Moderate,100.0,12,100.0,High
